0,1,0,0,0,0,1,1,1,3,1,0,1,1,0,-0.436627,27
1,0,0,0,0,0,1,0,1,4,0,0,1,1,1,-1.769149,46
0,0,0,0,1,0,2,0,2,2,0,0,1,1,1,0.165045,8
0,1,0,0,0,1,4,0,0,1,2,0,0,1,0,-0.445307,2
0,0,0,1,0,1,2,2,0,1,0,0,0,1,2,-1.104206,3
1,0,0,0,0,3,1,2,0,0,0,2,1,0,0,-1.475624,7
1,0,0,0,0,2,0,2,1,1,1,0,2,0,0,-1.387492,5
0,1,0,0,0,2,0,2,1,1,1,0,0,1,1,-0.162888,11
0,0,0,0,1,1,1,1,0,3,1,1,0,1,0,-0.044362,4
1,0,0,0,0,3,1,0,2,0,1,1,1,0,0,-1.318052,15
0,0,0,1,0,2,0,2,2,0,0,0,1,1,1,-1.013071,14
1,0,0,0,0,0,2,1,1,2,2,0,0,1,0,-1.476772,13
0,1,0,0,0,0,1,3,2,0,1,0,1,0,1,-0.409270,10
0,0,0,1,0,1,1,3,1,0,1,1,0,0,1,-1.456193,17
0,0,1,0,0,1,1,1,3,0,1,0,1,0,1,-0.006458,12
0,0,1,0,0,2,0,0,3,1,2,0,0,1,0,0.058155,6
0,0,1,0,0,0,2,0,2,2,0,2,1,0,0,0.086443,16
0,0,0,0,1,0,2,2,0,2,2,0,0,0,1,0.079179,1
1,0,0,0,0,3,1,1,0,1,1,0,0,2,0,-1.319448,19
0,1,0,0,0,2,0,0,2,2,0,0,3,0,0,-0.143319,18
0,0,1,0,0,1,2,0,0,3,1,1,1,0,0,0.062664,20
0,0,0,1,0,2,0,1,2,1,0,0,1,0,2,-1.052196,29
0,1,0,0,0,0,0,1,2,3,1,2,0,0,0,-0.358918,28
0,0,0,1,0,1,0,2,2,1,0,0,1,1,1,-1.044881,39
0,0,0,1,0,2,1,1,1,1,1,0,1,0,1,-1.146458,37
0,0,0,0,1,0,2,1,0,3,2,1,0,0,0,-0.072746,21
0,0,1,0,0,1,0,1,2,2,0,2,0,0,1,-0.035289,9
0,0,0,1,0,2,1,1,2,0,0,0,0,2,1,-1.287388,38
0,0,0,1,0,2,3,0,0,1,2,0,0,0,1,-1.209324,47
0,0,0,0,1,1,2,0,1,2,0,2,0,1,0,0.177565,22
0,0,1,0,0,0,2,2,0,2,0,1,1,0,1,-0.019544,49
0,0,0,0,1,1,0,1,3,1,0,2,1,0,0,0.180530,23
1,0,0,0,0,2,1,0,1,2,0,1,0,1,1,-1.545590,24
0,0,0,0,1,1,2,0,1,2,0,0,2,1,0,0.114036,26
0,0,1,0,0,0,3,1,2,0,0,1,1,1,0,0.075239,25
0,1,0,0,0,1,4,1,0,0,0,1,0,0,2,-0.322689,31
1,0,0,0,0,1,1,3,1,0,0,0,0,1,2,-1.448961,30
1,0,0,0,0,0,2,1,3,0,0,2,0,0,1,-1.625144,33
0,0,0,0,1,1,1,0,0,4,1,0,1,0,1,0.118376,32
1,0,0,0,0,1,4,0,0,1,1,0,0,1,1,-1.483401,35
0,0,0,0,1,2,2,1,1,0,1,0,1,0,1,0.162649,36
0,1,0,0,0,0,3,0,1,2,0,1,1,1,0,-0.348509,44
0,0,0,1,0,2,3,0,0,1,1,0,2,0,0,-1.226584,41
0,0,0,1,0,0,1,1,4,0,1,0,1,0,1,-1.154524,42
0,0,0,1,0,0,1,3,1,1,0,0,2,0,1,-0.836496,34
0,0,0,0,1,2,2,0,1,1,0,1,1,1,0,0.089785,43
0,0,0,0,1,0,3,2,0,1,0,0,1,0,2,0.056461,40
0,0,0,0,1,0,2,0,1,3,0,1,1,0,1,0.142665,45
0,0,0,0,1,2,2,1,0,1,1,1,1,0,0,0.106332,0
