1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,-1.231698,0
0,0,0,0,1,2,2,2,0,0,1,0,1,1,0,0.104224,1000
0,1,0,0,0,0,0,0,2,4,0,0,2,1,0,-0.213258,1001
0,0,0,1,0,2,4,0,0,0,1,2,0,0,0,-1.274643,1002
0,0,0,1,0,4,0,0,2,0,0,1,1,1,0,-1.104876,1004
0,0,0,0,1,2,2,2,0,0,0,0,0,0,3,0.200010,1003
0,0,0,0,1,0,2,0,2,2,1,0,0,2,0,0.110173,101
1,0,0,0,0,2,0,2,0,2,0,1,1,0,1,-1.510882,102
1,0,0,0,0,4,0,0,2,0,0,0,1,2,0,-1.457027,103
1,0,0,0,0,2,4,0,0,0,2,0,0,1,0,-1.468386,106
0,0,1,0,0,4,2,0,0,0,0,1,0,2,0,0.020052,104
0,0,0,1,0,2,0,4,0,0,0,2,0,0,1,-1.097580,105
0,0,0,1,0,0,2,0,0,4,0,2,1,0,0,-1.239851,108
0,0,0,0,1,2,0,0,2,2,0,2,0,1,0,0.185767,107
0,0,0,1,0,2,2,2,0,0,1,1,0,0,1,-1.133199,109
0,0,0,1,0,2,2,2,0,0,1,1,0,0,1,-1.155266,110
0,0,0,0,1,2,0,2,2,0,1,1,1,0,0,0.125995,111
0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,0.151884,112
0,1,0,0,0,0,0,2,2,2,1,1,0,0,1,-0.257887,113
0,0,0,0,1,0,0,0,2,4,0,1,1,0,1,0.203358,114
1,0,0,0,0,2,2,2,0,0,1,0,1,0,1,-1.368621,116
0,0,0,1,0,0,2,4,0,0,1,0,0,1,1,-1.242418,115
0,1,0,0,0,2,2,2,0,0,0,0,2,0,1,-0.193913,117
0,1,0,0,0,0,2,0,0,4,0,0,2,0,1,-0.158416,118
0,1,0,0,0,0,0,4,2,0,1,0,0,0,2,-0.313505,119
1,0,0,0,0,4,2,0,0,0,1,1,1,0,0,-1.353952,120
0,0,0,0,1,0,2,0,4,0,0,0,0,1,2,0.121041,11
0,0,1,0,0,0,2,0,2,2,2,0,0,0,1,0.288487,122
0,1,0,0,0,0,2,2,2,0,1,0,1,1,0,-0.402691,121
0,0,0,1,0,0,2,2,0,2,0,1,0,2,0,-1.266470,123
0,1,0,0,0,0,2,4,0,0,1,1,1,0,0,-0.344608,124
0,0,0,0,1,2,0,0,0,4,2,0,0,0,1,0.117429,125
0,0,0,0,1,2,0,0,2,2,1,0,0,1,1,0.198200,126
1,0,0,0,0,0,0,0,2,4,0,1,1,1,0,-1.538851,127
0,0,0,0,1,2,2,0,2,0,2,0,0,0,1,0.079116,128
0,1,0,0,0,0,2,2,0,2,2,0,0,0,1,-0.376521,129
0,0,0,1,0,0,2,2,0,2,1,1,0,1,0,-1.252054,12
0,1,0,0,0,0,0,0,2,4,0,1,0,2,0,-0.391185,130
0,0,0,1,0,0,0,2,4,0,1,1,0,0,1,-1.194638,132
0,0,0,0,1,0,0,2,2,2,0,1,2,0,0,0.208086,131
0,1,0,0,0,0,2,2,0,2,1,1,0,0,1,-0.417833,133
1,0,0,0,0,0,2,2,2,0,0,0,0,2,1,-1.612207,134
0,0,0,1,0,0,2,4,0,0,1,1,1,0,0,-1.109052,135
1,0,0,0,0,0,0,4,2,0,0,1,1,1,0,-1.528065,136
0,0,1,0,0,4,0,2,0,0,0,2,0,1,0,0.301711,137
0,1,0,0,0,2,0,0,2,2,1,0,1,0,1,-0.330713,138
0,1,0,0,0,2,0,2,2,0,1,0,0,2,0,-0.383152,13
0,0,0,1,0,2,0,2,2,0,0,1,0,2,0,-1.244250,139
0,0,0,1,0,0,2,0,2,2,1,1,1,0,0,-1.304132,140
1,0,0,0,0,4,2,0,0,0,0,0,0,1,2,-1.445104,141
0,0,0,1,0,0,2,0,2,2,1,1,1,0,0,-1.300686,142
1,0,0,0,0,0,2,0,4,0,3,0,0,0,0,-1.242628,145
1,0,0,0,0,0,2,2,0,2,1,1,1,0,0,-1.413023,144
0,0,1,0,0,0,4,2,0,0,1,0,0,1,1,0.267571,146
1,0,0,0,0,0,0,0,2,4,0,1,0,1,1,-1.605376,147
0,0,0,1,0,2,0,2,2,0,1,0,1,1,0,-1.103152,148
1,0,0,0,0,2,0,0,0,4,0,2,0,1,0,-1.718003,14
0,0,0,0,1,2,0,4,0,0,0,1,0,1,1,0.130358,149
1,0,0,0,0,0,2,0,4,0,0,1,1,1,0,-1.405613,151
0,1,0,0,0,2,2,0,0,2,1,0,1,0,1,-0.383224,150
0,0,0,1,0,0,0,4,2,0,1,0,0,2,0,-1.184772,152
1,0,0,0,0,2,2,0,2,0,1,2,0,0,0,-1.397996,154
0,0,0,1,0,2,2,0,0,2,0,0,2,1,0,-1.146499,155
0,0,0,1,0,4,0,2,0,0,0,0,0,1,2,-1.000287,156
0,0,0,1,0,2,0,0,0,4,1,0,2,0,0,-1.072534,157
0,0,0,1,0,2,2,2,0,0,0,0,0,1,2,-1.154881,159
0,0,0,0,1,0,2,0,2,2,1,1,0,0,1,0.089183,15
1,0,0,0,0,2,0,4,0,0,1,0,0,1,1,-1.506081,160
0,1,0,0,0,0,0,4,0,2,1,0,2,0,0,-0.209985,161
0,1,0,0,0,0,4,0,2,0,0,1,0,1,1,-0.356735,162
0,0,1,0,0,0,6,0,0,0,1,0,0,2,0,0.371496,165
1,0,0,0,0,2,2,2,0,0,0,1,1,1,0,-1.501267,166
1,0,0,0,0,2,0,2,2,0,0,0,1,1,1,-1.488393,167
0,0,0,1,0,0,0,4,0,2,1,0,0,1,1,-1.179695,168
0,0,0,0,1,2,0,4,0,0,0,0,1,0,2,0.174359,169
0,1,0,0,0,6,0,0,0,0,0,0,2,1,0,-0.199071,16
0,0,0,1,0,2,2,0,2,0,1,0,1,1,0,-1.098089,170
1,0,0,0,0,2,0,0,2,2,0,1,1,0,1,-1.603396,171
1,0,0,0,0,2,2,0,2,0,1,1,1,0,0,-1.304096,172
0,0,0,0,1,4,0,0,2,0,1,0,0,2,0,0.187032,173
1,0,0,0,0,2,0,4,0,0,1,1,0,1,0,-1.527707,174
1,0,0,0,0,2,0,2,0,2,0,1,1,1,0,-1.679024,175
1,0,0,0,0,4,0,0,2,0,0,0,2,1,0,-1.402060,176
0,1,0,0,0,2,0,0,2,2,1,0,0,1,1,-0.399637,178
0,1,0,0,0,2,4,0,0,0,0,2,0,1,0,-0.407624,179
0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,0.122714,17
1,0,0,0,0,2,2,0,2,0,1,0,2,0,0,-1.469476,180
0,1,0,0,0,0,2,4,0,0,0,1,0,0,2,-0.293105,182
0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,0.056118,181
0,1,0,0,0,2,2,0,2,0,0,1,0,2,0,-0.257988,184
0,0,1,0,0,2,0,0,0,4,1,1,0,1,0,0.279496,183
1,0,0,0,0,2,0,4,0,0,2,0,0,0,1,-1.311095,185
0,0,0,0,1,0,0,4,2,0,0,0,0,3,0,-0.013692,186
1,0,0,0,0,2,2,0,0,2,1,1,0,1,0,-1.535199,189
0,0,1,0,0,2,2,0,2,0,0,0,1,1,1,0.060478,188
1,0,0,0,0,2,2,2,0,0,0,1,2,0,0,-1.435752,190
0,0,0,0,1,4,0,0,2,0,2,1,0,0,0,0.138535,18
1,0,0,0,0,0,2,2,2,0,0,1,1,0,1,-1.574881,192
1,0,0,0,0,2,0,0,2,2,1,0,0,1,1,-1.521443,193
0,1,0,0,0,0,2,0,0,4,0,1,1,1,0,-0.262141,191
0,0,0,1,0,0,0,2,2,2,1,0,2,0,0,-1.014452,195
0,1,0,0,0,2,0,0,2,2,2,0,0,1,0,-0.443184,194
0,0,0,0,1,2,0,0,2,2,0,0,1,2,0,0.219329,196
0,0,0,1,0,0,0,2,2,2,1,1,0,0,1,-1.186194,197
0,1,0,0,0,2,0,0,4,0,0,0,0,1,2,-0.181094,199
0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,-0.462058,1
1,0,0,0,0,0,0,4,0,2,2,1,0,0,0,-1.296877,200
0,0,0,0,1,0,2,2,0,2,1,1,0,1,0,-0.038611,202
0,0,0,1,0,2,0,0,0,4,1,0,1,1,0,-1.000413,203
1,0,0,0,0,2,2,0,0,2,0,1,1,1,0,-1.700870,204
0,0,0,1,0,0,0,2,2,2,0,1,2,0,0,-0.935947,205
0,1,0,0,0,2,2,2,0,0,1,1,0,1,0,-0.328460,207
0,1,0,0,0,0,4,0,2,0,1,1,0,1,0,-0.512801,208
0,0,0,0,1,2,0,4,0,0,1,2,0,0,0,0.070583,209
1,0,0,0,0,0,2,2,2,0,1,1,1,0,0,-1.541641,210
0,1,0,0,0,0,0,2,4,0,0,2,0,0,1,-0.263171,211
0,1,0,0,0,0,4,2,0,0,1,0,1,0,1,-0.192075,212
0,1,0,0,0,0,2,0,0,4,1,0,1,0,1,-0.281279,213
1,0,0,0,0,0,0,0,6,0,0,1,1,0,1,-1.425079,214
0,0,0,1,0,4,0,0,2,0,1,0,1,0,1,-1.120839,216
0,0,0,0,1,0,4,2,0,0,1,2,0,0,0,0.008884,215
0,0,0,0,1,2,2,0,0,2,0,0,0,3,0,0.064142,218
